record_id,Tarih,Ýþ Emri No,Ýþ Merkezi No,Ýþmerkezi Adý,Ýþ Ýstasyon Adý,Stok Adý,Vardiya,A (Kullanýlýrlýk),P (Performans),Q (Kalite),OEE,Çalýþma Süresi,Duruþ Süresi,Planlý Duruþ Süresi,Plansýz Duruþ Süresi,Üretilen Miktar,Hatalý Üretilen Miktar
21957,10/4/2025,3027412026,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,L663 Wheel Arch FR,1,75.57,86.7,98.38,64.46,304.49,153.48,55.02,98.46,432,7
21958,12/10/2025,3029235768,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,J72 Splash Shield,3,87.27,108.54,99.19,93.96,370.17,54.21,0.22,53.99,1115,9
21959,9/24/2025,3025208587,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,1,73.51,264563.41,98.55,191671.21,239.61,129.25,42.92,86.33,207,3
21960,9/16/2025,3024663024,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEV MIC White Lower,1,0.0,0.0,0.0,0.0,113.37,106.65,1.36,105.29,0,0
21961,12/10/2025,3029374340,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,B920 Rocker Molding RH,3,88.47,103.61,99.64,91.33,221.24,40.04,11.2,28.84,549,2
21962,10/22/2025,3029892093,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,J72 Splash Shield,1,83.61,110.07,99.16,91.26,278.14,146.23,36.2,54.53,239,2
21963,11/18/2025,3021379455,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 BEV/PHEV MIC White Lower,1,77.23,96.14,98.9,73.43,289.58,103.1,17.73,85.37,273,3
21964,11/4/2025,3029393562,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U725 Rear Bumper Cover,3,81.86,86.28,97.5,68.87,234.14,57.81,5.94,51.87,641,16
21965,12/9/2025,3023777132,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 BEV/PHEV MIC White Upper,3,99.29,101.48,98.54,99.28,371.0,24.57,21.9,2.67,342,5
21966,11/20/2025,3021722440,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,L663 Wheel Arch RR,3,73.26,111.41,98.46,80.37,291.08,156.33,50.11,106.22,521,8
21967,9/3/2025,3026854306,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,X590 Underbody Panel,3,85.72,83.5,98.44,70.46,379.37,113.56,50.37,63.19,836,13
21968,10/7/2025,3024712633,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,CX430 Lower Grille,3,83.04,81.53,98.76,66.86,315.1,94.46,30.11,64.35,889,11
21969,11/3/2025,3021653472,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V710 BEV/PHEV MIC White Lower,3,77.75,106.02,-31.67,-26.1,291.28,106.05,22.7,83.35,60,79
21970,11/29/2025,3026506362,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,L663 Wheel Arch RR,1,82.15,93.45,99.22,76.17,221.5,95.82,47.68,48.14,637,5
21971,12/20/2025,3029372954,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,CX430 Lower Grille,1,83.67,102.38,98.28,84.18,248.06,77.63,29.22,48.41,406,7
21972,10/20/2025,3022344181,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V363 BEV Base GOR SUBASSY,3,87.38,92.19,99.03,79.77,349.47,71.31,20.85,50.46,825,8
21973,9/21/2025,3024757125,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,P702 Cowl Grille,3,88.26,95.83,99.28,83.96,410.87,65.39,10.73,54.66,1247,9
21974,9/26/2025,3023552758,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,1,88.09,214488.02,98.22,185594.68,215.55,70.68,41.55,29.13,619,11
21975,10/10/2025,3025343987,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,B920 Rocker Molding LH,1,88.39,84.48,98.76,73.75,288.39,76.42,38.55,37.87,807,10
21976,10/10/2025,3026250184,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 BEV/PHEV MIC White Upper,3,0.0,0.0,0.0,0.0,221.04,71.88,47.44,24.44,0,0
21977,11/27/2025,3022254998,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J72 Air Deflector,1,90.72,93.22,98.87,83.61,406.51,90.41,48.83,41.58,706,8
21978,10/26/2025,3022235034,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,U611 Tow Hook Cover,3,81.44,104.94,100.0,85.46,199.64,64.96,19.47,45.49,408,0
21979,10/7/2025,3024848419,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,2,99.04,38786.77,98.11,37686.71,463.31,49.46,44.95,4.51,529,10
21980,10/5/2025,3025365367,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,K131 Side Skirt LH,1,96.39,93.73,97.72,88.29,275.06,26.34,16.05,10.29,263,6
21981,12/16/2025,3029754461,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V710 BEV/PHEV MIC White Lower,3,78.64,89.39,98.51,69.25,415.63,153.31,40.42,112.89,1007,15
21982,12/10/2025,3025953420,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V363 BEV Base MIC Black Upper,2,88.17,81.44,97.95,70.34,214.44,34.04,5.28,28.76,342,7
21983,12/22/2025,3024437059,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,,2,86.61,92.24,99.36,79.38,202.6,55.22,23.9,31.32,312,2
21984,12/6/2025,3025344074,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,D544 Upper Trim,,94.31,110.88,98.35,102.85,266.53,48.02,31.93,16.09,910,15
21985,12/14/2025,3021267104,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,U725 Front Bumper Lower,2,0.0,0.0,0.0,0.0,358.67,90.94,53.1,37.84,0,0
21986,12/28/2025,3027944998,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 BEV/PHEV MIC White Lower,3,74.74,99.33,98.11,72.83,250.84,110.38,25.59,84.79,528,10
21987,11/1/2025,3026422673,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,D544 Lower Valance,2,83.63,97.71,99.56,81.35,330.17,107.19,42.54,64.65,1127,5
21988,10/19/2025,3025578213,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U611 Sensor Bracket,1,80.54,95.6,-111.11,-85.55,460.65,137.52,26.23,111.29,18,38
21989,11/1/2025,3021418838,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,L663 Wheel Arch FR,2,82.96,87.21,99.66,72.1,183.44,77.01,39.32,37.69,595,2
21990,12/12/2025,3025179488,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,D544 Upper Trim,1,81.4,107.71,130.0,87.68,389.13,140.06,51.13,88.93,493,4
21991,10/12/2025,3029043937,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,J72 Air Deflector,1,80.72,95.53,98.41,75.89,222.28,70.36,17.28,53.08,629,10
21992,9/24/2025,3022872349,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,P703 Fender Liner RR,2,82.0,85.44,99.78,69.91,459.57,115.39,14.54,100.85,464,1
21993,11/28/2025,3021020855,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,K131 Side Skirt RH,3,87.11,106.54,0.0,0.0,282.48,79.99,38.19,41.8,0,0
21994,9/22/2025,3022586247,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,J72 Splash Shield,2,91.5,100.14,97.44,89.29,238.32,24.18,2.03,22.15,352,9
21995,10/6/2025,3021730602,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,K131 Side Skirt RH,2,79.62,84.44,98.49,66.21,450.58,156.61,41.25,115.36,1190,18
21996,10/23/2025,3023906424,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,U611 Sensor Bracket,2,75.24,82.49,98.12,60.9,288.02,143.63,48.86,94.77,479,9
21997,9/6/2025,3022833160,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,L663 Wheel Arch RR,2,84.48,83.85,98.96,70.1,271.75,103.53,53.62,49.91,768,8
21998,12/1/2025,3022114945,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,P702 Cowl Grille,2,89.53,79.66,99.56,71.01,191.6,42.6,20.2,22.4,456,2
21999,10/4/2025,3029695551,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,P703 Fender Liner RR,3,82.67,80.68,97.66,65.14,370.55,87.15,9.49,77.66,940,22
22000,11/13/2025,3025095170,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,P703 Fender Liner RR,2,78.42,80.43,99.13,62.53,332.51,114.39,22.91,91.48,458,4
22001,12/19/2025,3023704852,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,X590 Underbody Panel,2,0.0,0.0,0.0,0.0,253.4,74.54,12.55,61.99,0,0
22002,10/6/2025,3021341438,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,P703 Fender Liner RR,1,69.22,104.52,97.33,70.41,259.71,148.89,33.39,115.5,673,18
22003,12/12/2025,3024496299,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base MIC Black Upper,3,80.51,87.58,98.33,69.34,466.7,170.14,57.19,112.95,540,9
22004,9/17/2025,3022596752,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,L663 Wheel Arch FR,2,93.84,84.69,97.93,77.83,224.15,47.93,33.22,14.71,386,8
22005,12/23/2025,3026840907,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V710 BEV/PHEV MIC White Lower,2,88.71,110.14,99.38,97.09,410.28,74.85,22.61,52.24,1123,7
22006,12/25/2025,3025532946,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,U725 Rear Bumper Cover,1,78.75,88.26,-10.0,-6.95,347.84,106.54,12.67,93.87,60,66
22007,10/20/2025,3021205528,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,P703 Fender Liner FR,2,0.0,0.0,0.0,0.0,279.99,159.44,55.95,103.49,0,0
22008,10/26/2025,3028155266,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 BEV/PHEV MIC White Upper,2,78.28,108.65,-82.93,-70.53,399.55,134.24,23.37,110.87,82,150
22009,10/15/2025,3023986301,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,3,94.79,10383.09,100.0,9842.09,266.7,55.75,41.09,14.66,694,0
22010,9/26/2025,3023775926,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,D544 Upper Trim,3,0.0,0.0,0.0,0.0,245.57,109.49,2.89,106.6,0,0
22011,11/16/2025,3025540430,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,P702 Cowl Grille,3,84.42,88.5,97.93,73.16,283.39,64.46,12.15,52.31,917,19
22012,9/25/2025,3026620719,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,L663 Wheel Arch FR,3,0.0,0.0,0.0,0.0,90.84,117.58,49.23,68.35,0,0
22013,12/12/2025,3026054275,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,CX430 Lower Grille,2,87.85,106.13,97.68,91.07,415.57,108.11,50.64,57.47,431,10
22014,12/2/2025,3026726923,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V710 BEV/PHEV MIC White Upper,2,78.14,103.38,100.0,80.78,333.15,99.6,6.38,93.22,1007,0
22015,10/16/2025,3021235389,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,MCA-2-S-FR-Lower Bumper Unpainted,1,89.56,105.4,97.46,91.99,369.9,59.36,16.22,43.14,1259,32
22016,12/29/2025,3024325917,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,CX430 Lower Grille,1,97.72,80.27,99.7,78.2,380.5,66.76,57.89,8.87,994,3
22017,10/27/2025,3022860612,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U611 Sensor Bracket,1,90.92,110.93,98.15,98.99,385.75,59.77,21.25,38.52,975,18
22018,9/25/2025,3025857728,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U725 Front Bumper Lower,2,93.44,82.49,99.31,76.54,336.31,36.16,12.53,23.63,289,2
22019,9/4/2025,3029527982,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,P702 Hood Seal,2,78.05,111.01,98.18,85.06,408.93,148.38,33.38,115.0,1262,23
22020,10/26/2025,3021124950,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,1,75.09,334190.97,98.05,246057.2,199.08,113.01,46.97,66.04,462,9
22021,11/11/2025,3022885419,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,1,92.11,252667.03,97.6,227154.14,302.47,31.05,5.15,25.9,1042,25
22022,12/27/2025,3026914819,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,CX430 Skid Plate,2,79.19,85.85,97.53,66.31,384.6,130.23,29.18,101.05,405,10
22023,10/29/2025,3028977627,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,D544 Upper Trim,2,92.38,85.9,99.11,78.65,286.12,58.15,34.55,23.6,789,7
22024,11/2/2025,3021525425,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,P703 Fender Liner RR,3,74.45,79.53,99.8,59.09,325.95,141.82,29.98,111.84,995,2
22025,9/15/2025,3025397318,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,K131 Side Skirt LH,1,84.56,100.49,99.25,84.34,388.22,111.04,40.14,70.9,666,5
22026,9/8/2025,3024088240,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,X590 Diffuser,2,95.62,88.17,98.98,83.45,463.71,48.74,27.5,21.24,590,6
22027,11/29/2025,3027229294,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,B920 Rocker Molding LH,2,81.67,110.46,98.18,88.58,454.4,102.51,0.54,101.97,440,8
22028,9/12/2025,3023232537,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,B920 Rocker Molding LH,3,83.52,111.24,-3000.0,-2787.37,215.77,92.86,50.29,42.57,2,62
22029,9/3/2025,3028591869,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,L663 Wheel Arch FR,2,84.23,99.9,98.9,83.23,350.4,81.66,16.06,65.6,730,8
22030,10/2/2025,3023739232,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,CX430 Skid Plate,1,72.36,90.59,98.67,64.68,302.35,174.82,59.31,115.51,981,13
22031,9/14/2025,3023087979,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J72 Splash Shield,2,93.23,96.9,98.91,89.36,451.24,84.92,52.17,32.75,367,4
22032,9/12/2025,3023429400,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,U725 Front Bumper Lower,1,0.0,0.0,0.0,0.0,214.47,120.03,2.97,117.06,0,0
22033,11/21/2025,3026797295,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J72 Splash Shield,2,65.86,108.96,-109.76,-78.76,217.47,118.39,5.66,112.73,41,86
22034,12/1/2025,3029799721,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,CX430 Skid Plate,3,94.66,98.01,97.48,90.44,424.96,26.92,2.95,23.97,952,24
22035,12/24/2025,3026306883,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,P703 Fender Liner FR,2,78.85,92.77,99.72,72.94,365.48,137.62,39.57,98.05,1056,3
22036,10/17/2025,3023579973,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,P702 Cowl Grille,2,84.04,91.84,-471.43,-363.86,398.19,134.19,58.55,75.64,7,40
22037,12/28/2025,3026676537,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,J72 Air Deflector,2,0.0,0.0,0.0,0.0,442.98,115.19,25.32,89.87,0,0
22038,10/30/2025,3026683825,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,3,80.32,311326.03,98.51,246330.91,402.59,105.95,7.29,98.66,1278,19
22039,11/5/2025,3025156170,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,L663 Wheel Arch RR,2,0.0,0.0,0.0,0.0,247.39,139.25,27.78,111.47,0,0
22040,9/28/2025,3026397492,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V363 BEV Base GOR SUBASSY,1,81.77,85.73,0.0,0.0,410.19,149.95,58.53,91.42,0,0
22041,11/2/2025,3022563668,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,,3,74.31,104.75,-97.1,-75.59,263.04,100.49,9.57,90.92,69,136
22042,12/10/2025,3025243630,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,L663 Wheel Arch RR,3,93.41,99.69,97.77,91.04,262.05,22.12,3.63,18.49,851,19
22043,12/17/2025,3023795333,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,X590 Underbody Panel,3,80.97,95.7,99.82,77.35,325.46,113.4,36.9,76.5,566,1
22044,10/5/2025,3025869905,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,,3,76.59,97.46,97.7,72.93,265.89,120.35,39.1,81.25,522,12
22045,9/8/2025,3021242697,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,J72 Air Deflector,3,97.93,86.27,97.18,82.1,386.53,14.89,6.73,8.16,708,20
22046,12/7/2025,3029396263,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,CX430 Lower Grille,3,72.45,82.03,97.44,57.91,277.03,139.2,33.85,105.35,861,22
22047,9/23/2025,3027315175,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,CX430 Lower Grille,3,69.36,109.67,97.9,74.47,185.77,91.58,9.53,82.05,333,7
22048,9/4/2025,3022714543,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,1,80.04,311558.72,97.94,244248.59,187.66,73.33,26.54,46.79,243,5
22049,10/30/2025,3028930925,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U725 Front Bumper Lower,2,65.01,98.76,98.0,62.92,211.9,119.87,5.83,114.04,450,9
22050,11/3/2025,3028109723,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,U725 Front Bumper Lower,2,79.71,90.76,0.0,0.0,468.07,130.19,11.04,119.15,0,0
22051,10/25/2025,3027153236,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,P702 Hood Seal,2,84.15,89.71,97.32,73.46,303.17,94.29,37.17,57.12,672,18
22052,9/19/2025,3024270856,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V363 BEV Base GOR SUBASSY,2,89.23,88.92,97.33,77.23,194.34,29.82,6.37,23.45,375,10
22053,9/24/2025,3023668455,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,K131 Side Skirt LH,3,75.97,100.55,98.72,75.41,348.27,137.57,27.39,110.18,1017,13
22054,9/21/2025,3025787561,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,P703 Fender Liner FR,1,98.86,89.33,98.45,86.94,213.4,56.86,54.39,2.47,193,3
22055,9/12/2025,3029494656,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,P703 Fender Liner RR,2,63.95,94.69,-17.11,-10.36,200.81,142.51,29.32,113.19,76,89
22056,9/10/2025,3025515669,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,CX430 Skid Plate,3,74.74,96.91,97.69,70.75,291.29,104.35,5.88,98.47,649,15
22057,11/8/2025,3027934134,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,91.34,90.92,99.91,82.97,438.93,98.29,56.65,41.64,1078,1
22058,12/13/2025,3022689995,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 BEV/PHEV MIC White Lower,2,95.03,110.49,98.06,102.96,341.97,26.73,8.85,17.88,567,11
22059,12/11/2025,3021767486,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,U725 Front Bumper Lower,2,82.19,92.9,97.35,74.33,227.88,84.48,35.09,49.39,189,5
22060,12/24/2025,3027542296,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,MCA-2-S-FR-Lower Bumper Unpainted,2,74.46,86.01,99.22,63.54,293.45,102.9,2.27,100.63,255,2
22061,12/14/2025,3026933895,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,L663 Wheel Arch RR,3,79.31,101.17,98.28,78.85,202.27,62.86,10.08,52.78,232,4
22062,10/11/2025,,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U725 Front Bumper Lower,1,83.26,83.13,99.0,68.51,455.22,120.21,28.66,91.55,499,5
22063,10/13/2025,3021545429,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,B920 Rocker Molding LH,2,85.28,92.15,98.19,77.16,379.81,78.08,12.51,65.57,1162,21
22064,9/8/2025,3025550436,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,CX430 Skid Plate,1,81.93,79.17,98.13,63.65,374.12,104.15,21.65,82.5,481,9
22065,12/26/2025,3021366757,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEV MIC White Lower,1,82.04,103.92,-63.64,-54.25,226.3,103.66,54.11,49.55,33,54
22066,10/16/2025,3024887236,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,D544 Upper Trim,3,0.0,0.0,0.0,0.0,153.21,44.16,20.52,23.64,0,0
22067,9/17/2025,3022221390,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,P703 Fender Liner FR,1,96.69,106.59,97.8,100.81,309.22,31.85,21.28,10.57,774,17
22068,11/28/2025,3025534335,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,P703 Fender Liner RR,3,77.82,93.45,98.58,71.68,250.05,121.64,50.36,71.28,211,3
22069,10/28/2025,3023481600,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,U611 Sensor Bracket,1,90.47,101.33,98.13,89.96,394.5,66.5,24.95,41.55,374,7
22070,11/25/2025,3025428642,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J72 Air Deflector,1,82.09,79.88,98.99,64.91,409.96,144.57,55.11,89.46,493,5
22071,9/23/2025,3023389361,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,MCA-2-S-FR-Lower Bumper Unpainted,3,98.87,82.72,97.31,79.58,268.51,29.75,26.67,3.08,781,21
22072,9/24/2025,3029631982,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base MIC Black Upper,3,78.17,92.32,98.3,70.94,285.51,89.68,9.97,79.71,235,4
22073,10/27/2025,3028592655,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,D544 Lower Valance,2,98.06,86.79,-39.19,-33.35,469.83,68.88,59.59,9.29,74,103
22074,12/7/2025,3029197373,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U611 Tow Hook Cover,2,73.26,92.92,98.97,67.37,320.31,153.76,36.83,116.93,581,6
22075,10/12/2025,3021004710,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,L663 Wheel Arch FR,1,81.94,97.39,99.76,79.61,240.17,103.4,50.47,52.93,830,2
22076,9/13/2025,3022952604,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,K131 Side Skirt RH,3,81.97,100.58,98.61,81.3,435.31,109.92,14.17,95.75,937,13
22077,12/12/2025,3029545574,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,P702 Hood Seal,3,0.0,0.0,0.0,0.0,365.93,123.98,28.52,95.46,0,0
22078,11/22/2025,3029014569,,INJECTION  EXTERIORS,IMM-2700-2,D544 Lower Valance,2,80.8,106.53,98.84,85.08,401.04,116.4,21.1,95.3,345,4
22079,11/15/2025,3027028305,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,CX430 Lower Grille,2,0.0,0.0,0.0,0.0,316.06,69.46,41.66,27.8,0,0
22080,9/15/2025,3025038298,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U725 Front Bumper Lower,1,0.0,0.0,0.0,0.0,198.71,73.68,40.04,33.64,0,0
22081,12/20/2025,3029869927,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,X590 Diffuser,1,0.0,0.0,0.0,0.0,345.4,13.0,1.7,11.3,0,0
22082,12/20/2025,3024566494,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,U725 Front Bumper Lower,3,89.54,88.29,97.21,76.84,446.13,87.15,35.02,52.13,1039,29
22083,10/4/2025,3024905530,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,P702 Cowl Grille,1,86.51,92.12,99.44,79.24,440.49,88.64,19.93,68.71,1437,8
22084,10/16/2025,3021250511,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,X590 Diffuser,1,84.43,82.74,-67.31,-47.02,324.56,65.98,6.14,59.84,52,87
22085,10/4/2025,3029599409,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,P703 Fender Liner FR,3,0.0,0.0,0.0,0.0,422.58,116.96,37.02,79.94,0,0
22086,12/3/2025,3029109990,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,P702 Hood Seal,3,0.0,0.0,0.0,0.0,134.64,144.36,53.92,90.44,0,0
22087,9/3/2025,3022366345,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,K131 Side Skirt RH,1,71.11,87.26,-200.0,-124.1,295.22,158.4,38.46,119.94,5,15
22088,10/31/2025,3027232762,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,P703 Fender Liner RR,1,0.0,0.0,0.0,0.0,164.11,74.88,36.75,38.13,0,0
22089,12/6/2025,3022225044,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V710 BEV/PHEV MIC White Upper,2,94.59,80.88,98.51,75.36,406.35,50.58,27.32,23.26,937,14
